created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
2022-09-05T23:38:18.000Z,Curiga gua hmmm,Negatif,Curiga gua hmmm,curiga gua hmmm,curiga gua hmmm,[],[],[],"['curiga', 'gua', 'hmmm']",curiga hmmm,curiga hmmm
2022-09-05T23:27:34.000Z,biar gampang curang,Negatif,biar gampang curang,biar gampang curang,biar gampang curang,[],[],[],"['biar', 'gampang', 'curang']",biar gampang curang,biar gampang curang
2022-09-06T08:20:41.000Z,sya dukung jokowi 6 periode.,Negatif,sya dukung jokowi periode,sya dukung jokowi periode,saya dukung jokowi periode,['saya'],['sya'],[-5772087696955870266],"['saya', 'dukung', 'jokowi', 'periode']",dukung periode,dukung periode
2022-09-06T07:44:41.000Z,"pemilu online jumlah pemilih 100 org, suara yg di dpt petahana 100.000 😂",Positif,pemilu online jumlah pemilih org suara yg di dpt petahana,pemilu online jumlah pemilih org suara yg di dpt petahana,pemilu online jumlah pemilih orang suara yang di dapat petahana,"['orang', 'yang', 'dapat']","['org', 'yg', 'dpt']","[7287016188081360592, -4203579751553908046, 1746025902068934283]","['pemilu', 'online', 'jumlah', 'pemilih', 'orang', 'suara', 'yang', 'di', 'dapat', 'petahana']",pemilu online pemilih orang suara petahana,pemilu online pilih orang suara tahana
2022-09-06T08:10:45.000Z,berawal dari gorong2,Negatif,berawal dari gorong,berawal dari gorong,berawal dari gorong,[],[],[],"['berawal', 'dari', 'gorong']",gorong,gorong
2022-09-06T04:58:14.000Z,hmm jadi curiga sama data yang ilang lari nya kesini...😏,Negatif,hmm jadi curiga sama data yang ilang lari nya kesini,hmm jadi curiga sama data yang ilang lari nya kesini,hmm jadi curiga sama data yang hilang lari ya kesini,"['hilang', 'ya']","['ilang', 'nya']","[-6965809669162588457, 1299325212670585337]","['hmm', 'jadi', 'curiga', 'sama', 'data', 'yang', 'hilang', 'lari', 'ya', 'kesini']",hmm curiga data hilang lari kesini,hmm curiga data hilang lari kesini
2022-09-05T20:03:39.000Z,MASIH BELUM SADAR SAUDARA²?,Negatif,MASIH BELUM SADAR SAUDARA²,masih belum sadar saudara²,masih belum sadar saudara²,[],[],[],"['masih', 'belum', 'sadar', 'saudara²']",sadar saudara²,sadar saudara
2022-09-06T08:41:57.000Z,ada ada saja,Positif,ada ada saja,ada ada saja,ada ada saja,[],[],[],"['ada', 'ada', 'saja']",,
2022-09-05T18:52:59.000Z,wkwkwkw.. spam skill dong,Negatif,wkwkwkw spam skill dong,wkwkwkw spam skill dong,wkwkwkw spam skill dong,[],[],[],"['wkwkwkw', 'spam', 'skill', 'dong']",wkwkwkw spam skill,wkwkwkw spam skill
2022-09-06T02:47:36.000Z,"Dulu kardus biar irit, dobol, la skrng digital biar irit apa ga tambah dobol",Positif,Dulu kardus biar irit dobol la skrng digital biar irit apa ga tambah dobol,dulu kardus biar irit dobol la skrng digital biar irit apa ga tambah dobol,dulu kardus biar irit dobol lah sekarang digital biar irit apa tidak tambah dobol,"['lah', 'sekarang', 'tidak']","['la', 'skrng', 'ga']","[673551375584119594, -7098011034491856447, 5723355088733332426]","['dulu', 'kardus', 'biar', 'irit', 'dobol', 'lah', 'sekarang', 'digital', 'biar', 'irit', 'apa', 'tidak', 'tambah', 'dobol']",kardus biar irit dobol digital biar irit dobol,kardus biar irit dobol digital biar irit dobol
2022-09-06T02:45:11.000Z,Mungkin maksudnya buat kampanye,Positif,Mungkin maksudnya buat kampanye,mungkin maksudnya buat kampanye,mungkin maksudnya buat kampanye,[],[],[],"['mungkin', 'maksudnya', 'buat', 'kampanye']",maksudnya kampanye,maksud kampanye
2022-09-06T02:42:50.000Z,Urung wayae 😁,Positif,Urung wayae,urung wayae,urung wayae,[],[],[],"['urung', 'wayae']",urung wayae,urung wayae
2022-09-06T02:40:08.000Z,ktp bocor gengs,Positif,ktp bocor gengs,ktp bocor gengs,ktp bocor gengs,[],[],[],"['ktp', 'bocor', 'gengs']",ktp bocor gengs,ktp bocor gengs
2022-09-06T02:39:36.000Z,biar hemat apa biar menang?,Positif,biar hemat apa biar menang,biar hemat apa biar menang,biar hemat apa biar menang,[],[],[],"['biar', 'hemat', 'apa', 'biar', 'menang']",biar hemat biar menang,biar hemat biar menang
2022-09-06T02:18:38.000Z,seperti pemilu di Amerika ya,Positif,seperti pemilu di Amerika ya,seperti pemilu di amerika ya,seperti pemilu di amerika ya,[],[],[],"['seperti', 'pemilu', 'di', 'amerika', 'ya']",pemilu amerika,pemilu amerika
2022-09-05T18:43:42.000Z,Ide seorang master wkwk,Negatif,Ide seorang master wkwk,ide seorang master wkwk,ide seorang master wkwk,[],[],[],"['ide', 'seorang', 'master', 'wkwk']",ide master,ide master
2022-09-05T18:38:08.000Z,Smkin mudah pengaturan😂…,Positif,Smkin mudah pengaturan,smkin mudah pengaturan,semakin mudah pengaturan,['semakin'],['smkin'],[-6695912532616492390],"['semakin', 'mudah', 'pengaturan']",mudah pengaturan,mudah atur
2022-09-06T03:44:14.000Z,permainan nya mudah di baca 😂,Negatif,permainan nya mudah di baca,permainan nya mudah di baca,permainan ya mudah di baca,['ya'],['nya'],[1299325212670585337],"['permainan', 'ya', 'mudah', 'di', 'baca']",permainan mudah baca,main mudah baca
2022-09-05T18:26:50.000Z,HAHAHA KITA TEBAK ARAHNYA KEMANA YGY,Negatif,HAHAHA KITA TEBAK ARAHNYA KEMANA YGY,hahaha kita tebak arahnya kemana ygy,hahaha kita tebak arahnya kemana ygy,[],[],[],"['hahaha', 'kita', 'tebak', 'arahnya', 'kemana', 'ygy']",hahaha tebak arahnya kemana ygy,hahaha tebak arah mana ygy
2022-09-05T18:16:13.000Z,langsung pwin mihirinu yang jadi,Negatif,langsung pwin mihirinu yang jadi,langsung pwin mihirinu yang jadi,langsung pwin mihirinu yang jadi,[],[],[],"['langsung', 'pwin', 'mihirinu', 'yang', 'jadi']",langsung pwin mihirinu,langsung pwin mihirinu
2022-09-05T18:15:40.000Z,jaga data aja dulu Pak 😁,Negatif,jaga data aja dulu Pak,jaga data aja dulu pak,jaga data saja dulu pak,['saja'],['aja'],[4947893755461839197],"['jaga', 'data', 'saja', 'dulu', 'pak']",jaga data,jaga data
2022-09-05T17:49:09.000Z,sekolahnya dimana ya? 😂,Negatif,sekolahnya dimana ya,sekolahnya dimana ya,sekolahnya dimana ya,[],[],[],"['sekolahnya', 'dimana', 'ya']",sekolahnya dimana,sekolah mana
2022-09-05T17:14:22.000Z,malah kepilih puan lek gk ganjar,Negatif,malah kepilih puan lek gk ganjar,malah kepilih puan lek gk ganjar,malah kepilih puan lek tidak ganjar,['tidak'],['gk'],[6474150943977044722],"['malah', 'kepilih', 'puan', 'lek', 'tidak', 'ganjar']",kepilih lek ganjar,pilih lek ganjar
2022-09-06T03:47:01.000Z,servernya siapa yg megang...? 😏😏😏,Negatif,servernya siapa yg megang,servernya siapa yg megang,servernya siapa yang memegang,"['yang', 'memegang']","['yg', 'megang']","[-4203579751553908046, -388128743485513671]","['servernya', 'siapa', 'yang', 'memegang']",servernya memegang,servernya pegang
2022-09-06T03:32:10.000Z,yg golput tiba2 terdata ikutan pemilu 😂😂😂,Positif,yg golput tiba terdata ikutan pemilu,yg golput tiba terdata ikutan pemilu,yang golput tiba terdata ikutan pemilu,['yang'],['yg'],[-4203579751553908046],"['yang', 'golput', 'tiba', 'terdata', 'ikutan', 'pemilu']",golput terdata ikutan pemilu,golput data ikut pemilu
2022-09-05T16:37:58.000Z,bisa pake cheat engine ntar,Positif,bisa pake cheat engine ntar,bisa pake cheat engine ntar,bisa pakai cheat engine entar,"['pakai', 'entar']","['pake', 'ntar']","[-1102286091675966727, 8335314821438370262]","['bisa', 'pakai', 'cheat', 'engine', 'entar']",pakai cheat engine,pakai cheat engine
2022-09-06T06:18:33.000Z,makin besar peluang Anda tuk menang😳😳😳,Negatif,makin besar peluang Anda tuk menang,makin besar peluang anda tuk menang,makin besar peluang anda untuk menang,['untuk'],['tuk'],[2263176730630821118],"['makin', 'besar', 'peluang', 'anda', 'untuk', 'menang']",peluang menang,peluang menang
2022-09-05T16:25:24.000Z,Biar bisa dimanipulasi lebig mudah?,Negatif,Biar bisa dimanipulasi lebig mudah,biar bisa dimanipulasi lebig mudah,biar bisa dimanipulasi lebig mudah,[],[],[],"['biar', 'bisa', 'dimanipulasi', 'lebig', 'mudah']",biar dimanipulasi lebig mudah,biar manipulasi lebig mudah
2022-09-05T16:15:21.000Z,"Alhamdulillah...
saudara saudara saya se bangsa dan setanah air .... akhirnya sudah mulai paham",Positif,Alhamdulillah saudara saudara saya se bangsa dan setanah air akhirnya sudah mulai paham,alhamdulillah saudara saudara saya se bangsa dan setanah air akhirnya sudah mulai paham,alhamdulillah saudara saudara saya se bangsa dan setanah air akhirnya sudah mulai paham,[],[],[],"['alhamdulillah', 'saudara', 'saudara', 'saya', 'se', 'bangsa', 'dan', 'setanah', 'air', 'akhirnya', 'sudah', 'mulai', 'paham']",alhamdulillah saudara saudara bangsa setanah air paham,alhamdulillah saudara saudara bangsa tanah air paham
2022-09-05T16:05:38.000Z,waduh bisa gawat. kira2 sebelum pemilu bisa tau siapa yg jadi presiden?,Negatif,waduh bisa gawat kira sebelum pemilu bisa tau siapa yg jadi presiden,waduh bisa gawat kira sebelum pemilu bisa tau siapa yg jadi presiden,waduh bisa gawat kira sebelum pemilu bisa tau siapa yang jadi presiden,['yang'],['yg'],[-4203579751553908046],"['waduh', 'bisa', 'gawat', 'kira', 'sebelum', 'pemilu', 'bisa', 'tau', 'siapa', 'yang', 'jadi', 'presiden']",gawat pemilu tau presiden,gawat pemilu tau presiden
2022-09-06T02:14:28.000Z,Makin ancur dahhh konoha,Positif,Makin ancur dahhh konoha,makin ancur dahhh konoha,makin hancur dahhh konoha,['hancur'],['ancur'],[-1586054629974436800],"['makin', 'hancur', 'dahhh', 'konoha']",hancur dahhh konoha,hancur dahhh konoha
2022-09-05T15:48:42.000Z,biar bs di manipulasi gtu pak 😂,Negatif,biar bs di manipulasi gtu pak,biar bs di manipulasi gtu pak,biar bisa di manipulasi begitu pak,"['bisa', 'begitu']","['bs', 'gtu']","[-7334396332461455649, 888823192557744061]","['biar', 'bisa', 'di', 'manipulasi', 'begitu', 'pak']",biar manipulasi,biar manipulasi
2022-09-05T15:27:17.000Z,waduh jangan sampe dah. bisa bisa banteng bakal kepilih lagi😂,Negatif,waduh jangan sampe dah bisa bisa banteng bakal kepilih lagi,waduh jangan sampe dah bisa bisa banteng bakal kepilih lagi,waduh jangan sampai sudah bisa bisa banteng bakal kepilih lagi,"['sampai', 'sudah']","['sampe', 'dah']","[149830123876531266, 8433543909549882360]","['waduh', 'jangan', 'sampai', 'sudah', 'bisa', 'bisa', 'banteng', 'bakal', 'kepilih', 'lagi']",banteng kepilih,banteng pilih
2022-09-06T02:46:54.000Z,data aja sudah bocor ?,Negatif,data aja sudah bocor,data aja sudah bocor,data saja sudah bocor,['saja'],['aja'],[4947893755461839197],"['data', 'saja', 'sudah', 'bocor']",data bocor,data bocor
2022-09-05T15:21:49.000Z,Ini sangat berhubungan dengan sesuatu yg berhubungan dengan hubungan yang lain terimaksih,Negatif,Ini sangat berhubungan dengan sesuatu yg berhubungan dengan hubungan yang lain terimaksih,ini sangat berhubungan dengan sesuatu yg berhubungan dengan hubungan yang lain terimaksih,ini sangat berhubungan dengan sesuatu yang berhubungan dengan hubungan yang lain terima kasih,"['yang', 'terima kasih']","['yg', 'terimaksih']","[-4203579751553908046, -228804758660119712]","['ini', 'sangat', 'berhubungan', 'dengan', 'sesuatu', 'yang', 'berhubungan', 'dengan', 'hubungan', 'yang', 'lain', 'terima', 'kasih']",berhubungan berhubungan hubungan terima kasih,hubung hubung hubung terima kasih
2022-09-05T15:21:12.000Z,WASPADALAH,Negatif,WASPADALAH,waspadalah,waspadalah,[],[],[],['waspadalah'],waspadalah,waspada
2022-09-05T15:03:28.000Z,kalo pake digital fix 2024 presidennya perempuan...,Negatif,kalo pake digital fix presidennya perempuan,kalo pake digital fix presidennya perempuan,kalau pakai digital fix presidennya perempuan,"['kalau', 'pakai']","['kalo', 'pake']","[3889910046600889236, -1102286091675966727]","['kalau', 'pakai', 'digital', 'fix', 'presidennya', 'perempuan']",pakai digital fix presidennya perempuan,pakai digital fix presiden perempuan
2022-09-05T14:44:24.000Z,"yakin aman dak 😂, nnti kek kominfo data bocor malah nyuruh jaga nik 😂",Negatif,yakin aman dak nnti kek kominfo data bocor malah nyuruh jaga nik,yakin aman dak nnti kek kominfo data bocor malah nyuruh jaga nik,yakin aman indak nanti kayak kominfo data bocor malah nyuruh jaga nik,"['indak', 'nanti', 'kayak']","['dak', 'nnti', 'kek']","[2608012193109015297, -8624966301395860286, 7942223559458026158]","['yakin', 'aman', 'indak', 'nanti', 'kayak', 'kominfo', 'data', 'bocor', 'malah', 'nyuruh', 'jaga', 'nik']",aman indak kominfo data bocor nyuruh jaga nik,aman indak kominfo data bocor nyuruh jaga nik
2022-09-05T14:43:15.000Z,"biar makin irit atau makin enak mainin nya, secara data nik kemarin kan udah di tangan semua, 😄",Negatif,biar makin irit atau makin enak mainin nya secara data nik kemarin kan udah di tangan semua,biar makin irit atau makin enak mainin nya secara data nik kemarin kan udah di tangan semua,biar makin irit atau makin enak mainin ya secara data nik kemarin kan sudah di tangan semua,"['ya', 'sudah']","['nya', 'udah']","[1299325212670585337, -3393784963511566665]","['biar', 'makin', 'irit', 'atau', 'makin', 'enak', 'mainin', 'ya', 'secara', 'data', 'nik', 'kemarin', 'kan', 'sudah', 'di', 'tangan', 'semua']",biar irit enak mainin data nik kemarin tangan,biar irit enak mainin data nik kemarin tangan
2022-09-05T14:43:09.000Z,"Setelah data Sim bobol, apakah masih yakin?",Negatif,Setelah data Sim bobol apakah masih yakin,setelah data sim bobol apakah masih yakin,setelah data sim bobol apakah masih yakin,[],[],[],"['setelah', 'data', 'sim', 'bobol', 'apakah', 'masih', 'yakin']",data sim bobol,data sim bobol
2022-09-06T02:36:21.000Z,data nya ada di saya 🤣,Negatif,data nya ada di saya,data nya ada di saya,data ya ada di saya,['ya'],['nya'],[1299325212670585337],"['data', 'ya', 'ada', 'di', 'saya']",data,data
2022-09-06T02:34:11.000Z,sudah kuduga... ketika data2 sdh pada bocor... 😏😏😏😏,Positif,sudah kuduga ketika data sdh pada bocor,sudah kuduga ketika data sdh pada bocor,sudah kuduga ketika data sudah pada bocor,['sudah'],['sdh'],[-1189834226085990113],"['sudah', 'kuduga', 'ketika', 'data', 'sudah', 'pada', 'bocor']",kuduga data bocor,duga data bocor
2022-09-06T02:28:48.000Z,lah maipulasi data 😂,Negatif,lah maipulasi data,lah maipulasi data,lah maipulasi data,[],[],[],"['lah', 'maipulasi', 'data']",maipulasi data,maipulasi data
2022-09-05T14:41:38.000Z,ANTI BANTENG 🗿,Positif,ANTI BANTENG,anti banteng,anti banteng,[],[],[],"['anti', 'banteng']",anti banteng,anti banteng
2022-09-06T03:53:53.000Z,biar turun temurun gak seh,Positif,biar turun temurun gak seh,biar turun temurun gak seh,biar turun temurun tidak sih,"['tidak', 'sih']","['gak', 'seh']","[3568075961566883199, -8749492803750978625]","['biar', 'turun', 'temurun', 'tidak', 'sih']",biar turun temurun,biar turun turun
2022-09-05T14:33:16.000Z,bhuahahaha ?..............,Negatif,bhuahahaha,bhuahahaha,bhuahahaha,[],[],[],['bhuahahaha'],bhuahahaha,bhuahahaha
2022-09-05T14:32:38.000Z,tim buzzer lsg panen 😂,Negatif,tim buzzer lsg panen,tim buzzer lsg panen,tim buzzer langsung panen,['langsung'],['lsg'],[-5959115350165756055],"['tim', 'buzzer', 'langsung', 'panen']",tim buzzer langsung panen,tim buzzer langsung panen
2022-09-05T14:29:01.000Z,"wahhh jangan gak setuju,,",Negatif,wahhh jangan gak setuju,wahhh jangan gak setuju,wah jangan tidak setuju,"['wah', 'tidak']","['wahhh', 'gak']","[-1624797625018065011, 3568075961566883199]","['wah', 'jangan', 'tidak', 'setuju']",setuju,tuju
2022-09-05T14:24:27.000Z,yg penting gk ada KECURANGAN 😂😂,Negatif,yg penting gk ada KECURANGAN,yg penting gk ada kecurangan,yang penting tidak ada kecurangan,"['yang', 'tidak']","['yg', 'gk']","[-4203579751553908046, 6474150943977044722]","['yang', 'penting', 'tidak', 'ada', 'kecurangan']",kecurangan,curang
2022-09-05T14:24:02.000Z,tau amerika kan 😂,Negatif,tau amerika kan,tau amerika kan,tau amerika kan,[],[],[],"['tau', 'amerika', 'kan']",tau amerika,tau amerika
2022-09-05T14:12:50.000Z,yg di gembok aja di bongkar ..apalagi yg di gital 😂😂😂jok jok,Negatif,yg di gembok aja di bongkar apalagi yg di gital jok jok,yg di gembok aja di bongkar apalagi yg di gital jok jok,yang di gembok saja di bongkar apalagi yang di gital jok jok,"['yang', 'saja', 'yang']","['yg', 'aja', 'yg']","[-4203579751553908046, 4947893755461839197, -4203579751553908046]","['yang', 'di', 'gembok', 'saja', 'di', 'bongkar', 'apalagi', 'yang', 'di', 'gital', 'jok', 'jok']",gembok bongkar gital jok jok,gembok bongkar gital jok jok
2022-09-05T14:10:09.000Z,JAMMAKO SEMBARANG LAGI DISITU,Negatif,JAMMAKO SEMBARANG LAGI DISITU,jammako sembarang lagi disitu,jammako sembarang lagi disitu,[],[],[],"['jammako', 'sembarang', 'lagi', 'disitu']",jammako sembarang disitu,jammako sembarang situ
2022-09-05T14:07:35.000Z,Data manual saja bisa dimanipulasi apalagi secara digital 😏,Negatif,Data manual saja bisa dimanipulasi apalagi secara digital,data manual saja bisa dimanipulasi apalagi secara digital,data manual saja bisa dimanipulasi apalagi secara digital,[],[],[],"['data', 'manual', 'saja', 'bisa', 'dimanipulasi', 'apalagi', 'secara', 'digital']",data manual dimanipulasi digital,data manual manipulasi digital
2022-09-05T13:51:54.000Z,makin irit dan muda di edit 😅,Negatif,makin irit dan muda di edit,makin irit dan muda di edit,makin irit dan muda di edit,[],[],[],"['makin', 'irit', 'dan', 'muda', 'di', 'edit']",irit muda edit,irit muda edit
2022-09-05T13:43:02.000Z,sudah kuduga 😅,Positif,sudah kuduga,sudah kuduga,sudah kuduga,[],[],[],"['sudah', 'kuduga']",kuduga,duga
2022-09-05T13:22:10.000Z,mulai main akal lagi y...,Positif,mulai main akal lagi y,mulai main akal lagi y,mulai main akal lagi ya,['ya'],['y'],[6176041182156740984],"['mulai', 'main', 'akal', 'lagi', 'ya']",main akal,main akal
2022-09-05T13:01:41.000Z,lebih irit lgi langsung bapak ajh jadi presiden seumur hidup.😂,Negatif,lebih irit lgi langsung bapak ajh jadi presiden seumur hidup,lebih irit lgi langsung bapak ajh jadi presiden seumur hidup,lebih irit lagi langsung bapak saja jadi presiden seumur hidup,"['lagi', 'saja']","['lgi', 'ajh']","[3708396656093419502, -2036863874629237532]","['lebih', 'irit', 'lagi', 'langsung', 'bapak', 'saja', 'jadi', 'presiden', 'seumur', 'hidup']",irit langsung presiden seumur hidup,irit langsung presiden umur hidup
2022-09-05T13:01:01.000Z,wkwkwkwkwk 😂,Negatif,wkwkwkwkwk,wkwkwkwkwk,wkwkwkwkwk,[],[],[],['wkwkwkwkwk'],wkwkwkwkwk,wkwkwkwkwk
2022-09-05T12:54:05.000Z,Semua ini karena Efek TUMBAL 897JIWA ANGGOTA KPPS,Positif,Semua ini karena Efek TUMBAL JIWA ANGGOTA KPPS,semua ini karena efek tumbal jiwa anggota kpps,semua ini karena efek tumbal jiwa anggota kpps,[],[],[],"['semua', 'ini', 'karena', 'efek', 'tumbal', 'jiwa', 'anggota', 'kpps']",efek tumbal jiwa anggota kpps,efek tumbal jiwa anggota kpps
2022-09-05T12:49:09.000Z,saran pakai Blockcain lebih bagus,Positif,saran pakai Blockcain lebih bagus,saran pakai blockcain lebih bagus,saran pakai blockcain lebih bagus,[],[],[],"['saran', 'pakai', 'blockcain', 'lebih', 'bagus']",saran pakai blockcain bagus,saran pakai blockcain bagus
2022-09-05T12:28:15.000Z,udah pasti fix c banteng menang😅,Positif,udah pasti fix c banteng menang,udah pasti fix c banteng menang,sudah pasti fix sih banteng menang,"['sudah', 'sih']","['udah', 'c']","[-3393784963511566665, 2382744588641155687]","['sudah', 'pasti', 'fix', 'sih', 'banteng', 'menang']",fix banteng menang,fix banteng menang
2022-09-05T12:17:54.000Z,data kita aja harus jaga masing2,Negatif,data kita aja harus jaga masing,data kita aja harus jaga masing,data kita saja harus jaga masing,['saja'],['aja'],[4947893755461839197],"['data', 'kita', 'saja', 'harus', 'jaga', 'masing']",data jaga,data jaga
2022-09-05T12:15:29.000Z,aku mah like yg komen semua 👍🏻,Negatif,aku mah like yg komen semua,aku mah like yg komen semua,aku mah like yang komen semua,['yang'],['yg'],[-4203579751553908046],"['aku', 'mah', 'like', 'yang', 'komen', 'semua']",like komen,like komen
2022-09-05T12:06:17.000Z,di situlah para heker pembelah rakyat indonesia beraksi 🥰,Negatif,di situlah para heker pembelah rakyat indonesia beraksi,di situlah para heker pembelah rakyat indonesia beraksi,di situlah para heker pembelah rakyat indonesia beraksi,[],[],[],"['di', 'situlah', 'para', 'heker', 'pembelah', 'rakyat', 'indonesia', 'beraksi']",situlah heker pembelah rakyat indonesia beraksi,situ heker belah rakyat indonesia aksi
2022-09-05T11:57:07.000Z,biar lebih gampang dicurangin #jelasarahnyakemana,Negatif,biar lebih gampang dicurangin,biar lebih gampang dicurangin,biar lebih gampang dicurangin,[],[],[],"['biar', 'lebih', 'gampang', 'dicurangin']",biar gampang dicurangin,biar gampang dicurangin
2022-09-05T11:55:08.000Z,Ku melihat netizen jadi ahli server dadakan 🗿,Negatif,Ku melihat netizen jadi ahli server dadakan,ku melihat netizen jadi ahli server dadakan,ku melihat netizen jadi ahli server dadakan,[],[],[],"['ku', 'melihat', 'netizen', 'jadi', 'ahli', 'server', 'dadakan']",ku netizen ahli server dadakan,ku netizen ahli server dada
2022-09-05T11:46:35.000Z,boleh... boleh.. setuju kok... senang malah kita (satire),Positif,boleh boleh setuju kok senang malah kita satire,boleh boleh setuju kok senang malah kita satire,boleh boleh setuju kok senang malah kita satire,[],[],[],"['boleh', 'boleh', 'setuju', 'kok', 'senang', 'malah', 'kita', 'satire']",setuju senang satire,tuju senang satire
2022-09-05T11:42:52.000Z,"wkwkwkwkwk ...
bukan biar makin irit.,tp cari dana nya susah Krn APBN ngos-ngosan.. 🤣",Negatif,wkwkwkwkwk bukan biar makin irit tp cari dana nya susah Krn APBN ngos ngosan,wkwkwkwkwk bukan biar makin irit tp cari dana nya susah krn apbn ngos ngosan,wkwkwkwkwk bukan biar makin irit tapi cari dana ya susah karena apbn ngos ngosan,"['tapi', 'ya', 'karena']","['tp', 'nya', 'krn']","[7511649191942204706, 1299325212670585337, -5130240207888102516]","['wkwkwkwkwk', 'bukan', 'biar', 'makin', 'irit', 'tapi', 'cari', 'dana', 'ya', 'susah', 'karena', 'apbn', 'ngos', 'ngosan']",wkwkwkwkwk biar irit cari dana susah apbn ngos ngosan,wkwkwkwkwk biar irit cari dana susah apbn ngos ngosan
2022-09-05T11:34:59.000Z,saya kurang percaya dengan sistemnya 🗿,Negatif,saya kurang percaya dengan sistemnya,saya kurang percaya dengan sistemnya,saya kurang percaya dengan sistemnya,[],[],[],"['saya', 'kurang', 'percaya', 'dengan', 'sistemnya']",percaya sistemnya,percaya sistem
2022-09-05T15:33:20.000Z,permainan di atas permainan,Positif,permainan di atas permainan,permainan di atas permainan,permainan di atas permainan,[],[],[],"['permainan', 'di', 'atas', 'permainan']",permainan permainan,main main
2022-09-05T11:09:30.000Z,tolak pemilu online 😁,Positif,tolak pemilu online,tolak pemilu online,tolak pemilu online,[],[],[],"['tolak', 'pemilu', 'online']",tolak pemilu online,tolak pemilu online
2022-09-05T10:53:24.000Z,ikn gk boros? 😂,Positif,ikn gk boros,ikn gk boros,ikn tidak boros,['tidak'],['gk'],[6474150943977044722],"['ikn', 'tidak', 'boros']",ikn boros,ikn boros
2022-09-05T10:51:21.000Z,isinya akun itu nanti😂,Negatif,isinya akun itu nanti,isinya akun itu nanti,isinya akun itu nanti,[],[],[],"['isinya', 'akun', 'itu', 'nanti']",isinya akun,isi akun
2022-09-05T10:36:51.000Z,Dulu kardus di gembok sekrang itu🤭🤭🤭,Positif,Dulu kardus di gembok sekrang itu,dulu kardus di gembok sekrang itu,dulu kardus di gembok sekarang itu,['sekarang'],['sekrang'],[-7951089277285616744],"['dulu', 'kardus', 'di', 'gembok', 'sekarang', 'itu']",kardus gembok,kardus gembok
2022-09-05T10:33:03.000Z,hooh tenan kebaca langkah2nya,Positif,hooh tenan kebaca langkahnya,hooh tenan kebaca langkahnya,hooh tenan kebaca langkahnya,[],[],[],"['hooh', 'tenan', 'kebaca', 'langkahnya']",hooh tenan kebaca langkahnya,hooh tenan baca langkah
2022-09-05T09:59:43.000Z,beragam cara..😂😂😂😂,Positif,beragam cara,beragam cara,beragam cara,[],[],[],"['beragam', 'cara']",beragam,agam
2022-09-05T09:47:25.000Z,iyah biar curang nya gampang😁😁😃😃😃,Negatif,iyah biar curang nya gampang,iyah biar curang nya gampang,iya biar curang ya gampang,"['iya', 'ya']","['iyah', 'nya']","[1462237590612767052, 1299325212670585337]","['iya', 'biar', 'curang', 'ya', 'gampang']",iya biar curang gampang,iya biar curang gampang
2022-09-05T09:11:56.000Z,udah ketebak dah dah data bocor kemarin,Negatif,udah ketebak dah dah data bocor kemarin,udah ketebak dah dah data bocor kemarin,sudah ketebak sudah sudah data bocor kemarin,"['sudah', 'sudah', 'sudah']","['udah', 'dah', 'dah']","[-3393784963511566665, 8433543909549882360, 8433543909549882360]","['sudah', 'ketebak', 'sudah', 'sudah', 'data', 'bocor', 'kemarin']",ketebak data bocor kemarin,tebak data bocor kemarin
2022-09-05T09:06:51.000Z,wkwkwk biar gampang ya kan,Negatif,wkwkwk biar gampang ya kan,wkwkwk biar gampang ya kan,wkwkwk biar gampang ya kan,[],[],[],"['wkwkwk', 'biar', 'gampang', 'ya', 'kan']",biar gampang,biar gampang
2022-09-05T08:41:18.000Z,"oh... makanya aplikasi yg beli bensin itu pake KTP...
oh... ternyata dipersiapkan untuk ini tujuannya",Positif,oh makanya aplikasi yg beli bensin itu pake KTP oh ternyata dipersiapkan untuk ini tujuannya,oh makanya aplikasi yg beli bensin itu pake ktp oh ternyata dipersiapkan untuk ini tujuannya,oh makanya aplikasi yang beli bensin itu pakai ktp oh ternyata dipersiapkan untuk ini tujuannya,"['yang', 'pakai']","['yg', 'pake']","[-4203579751553908046, -1102286091675966727]","['oh', 'makanya', 'aplikasi', 'yang', 'beli', 'bensin', 'itu', 'pakai', 'ktp', 'oh', 'ternyata', 'dipersiapkan', 'untuk', 'ini', 'tujuannya']",aplikasi beli bensin pakai ktp dipersiapkan tujuannya,aplikasi beli bensin pakai ktp siap tuju
2022-09-05T08:36:32.000Z,Yg punya server - yg menang 😏😅😅😅,Negatif,Yg punya server yg menang,yg punya server yg menang,yang punya server yang menang,"['yang', 'yang']","['yg', 'yg']","[-4203579751553908046, -4203579751553908046]","['yang', 'punya', 'server', 'yang', 'menang']",server menang,server menang
2022-09-05T08:34:58.000Z,😂😂😂😂😂 tar data mudah di hack sedangkan anggarannya besar 😳😳😳😳 angel bin mumet,Negatif,tar data mudah di hack sedangkan anggarannya besar angel bin mumet,tar data mudah di hack sedangkan anggarannya besar angel bin mumet,entar data mudah di hack sedangkan anggarannya besar angel bin mumet,['entar'],['tar'],[-4141708062856293801],"['entar', 'data', 'mudah', 'di', 'hack', 'sedangkan', 'anggarannya', 'besar', 'angel', 'bin', 'mumet']",data mudah hack anggarannya angel bin mumet,data mudah hack anggar angel bin mumet
